poi_id,poi_category,lat_pos,lon_pos
11520,church,-117.06278,34.03333
11521,church,-117.06472,33.12778
11522,church,-117.065,32.75806
11523,church,-117.06528,32.79389
11524,church,-117.06556,32.56306
11525,church,-117.06556,32.75278
11526,church,-117.06556,32.76389
11527,church,-117.06667,32.71
11528,church,-117.06694,32.67944
11529,church,-117.0675,33.10667
11530,church,-117.06778,32.69444
11531,church,-117.06833,32.76056
11532,church,-117.06833,33.11806
11533,church,-117.06972,32.77111
11534,church,-117.06972,33.10194
11535,church,-117.06972,33.11222
11536,church,-117.07028,32.70889
11537,church,-117.07056,32.71028
11538,church,-117.07056,32.77028
11539,church,-117.07139,33.11056
11540,church,-117.07278,32.58
11541,church,-117.07306,32.75889
11542,church,-117.07306,33.11139
11543,church,-117.07333,32.63778
11544,church,-117.07333,33.14
11545,church,-117.07389,33.14083
11546,church,-117.07417,32.62694
11547,church,-117.07417,32.63944
11548,church,-117.07417,32.72083
11549,church,-117.07417,33.14833
11550,church,-117.07417,33.36583
11551,church,-117.07472,32.63111
11552,church,-117.075,33.11139
11553,church,-117.075,34.24167
11554,church,-117.07528,32.635
11555,church,-117.07528,32.75861
11556,church,-117.07611,32.73417
11557,church,-117.07639,33.44583
11558,church,-117.07667,32.64083
11559,church,-117.07667,32.69194
11560,church,-117.07694,32.71528
11561,church,-117.07722,32.58389
11562,church,-117.07722,32.64056
11563,church,-117.07722,33.10111
11564,church,-117.07722,33.10833
11565,church,-117.07722,33.11889
11566,church,-117.07722,33.14417
11567,church,-117.07778,32.64111
11568,church,-117.07778,32.68389
11569,church,-117.07778,33.11972
11570,church,-117.07833,32.73611
11571,church,-117.07861,33.115
11572,church,-117.07889,33.10056
11573,church,-117.07917,32.75833
11574,church,-117.07944,32.63194
11575,church,-117.07944,32.73722
11576,church,-117.07972,33.11444
11577,church,-117.08,32.75333
11578,church,-117.08,32.75806
11579,church,-117.08028,33.10667
11580,church,-117.08056,32.75444
11581,church,-117.08083,32.71639
11582,church,-117.08083,32.72444
11583,church,-117.08083,33.02389
11584,church,-117.08083,33.11583
11585,church,-117.08194,32.75806
11586,church,-117.08194,32.79333
11587,church,-117.08222,32.78694
11588,church,-117.08222,32.79556
11589,church,-117.0825,33.09583
11590,church,-117.0825,33.11694
11591,church,-117.08333,32.73167
11592,church,-117.08361,32.5825
11593,church,-117.08361,32.70444
11594,church,-117.08389,32.56611
11595,church,-117.08389,32.6425
11596,church,-117.08389,32.72139
11597,church,-117.08444,32.74306
11598,church,-117.08444,32.74667
11599,church,-117.08444,33.11222
11600,church,-117.08472,32.69639
11601,church,-117.08472,32.70278
11602,church,-117.08528,32.71944
11603,church,-117.08528,32.75667
11604,church,-117.08583,32.64667
11605,church,-117.08583,32.75417
11606,church,-117.08611,32.70278
11607,church,-117.08611,32.79389
11608,church,-117.08639,32.73583
11609,church,-117.08639,32.74889
11610,church,-117.08722,32.71833
11611,church,-117.0875,32.75611
11612,church,-117.0875,32.75694
11613,church,-117.0875,32.75833
11614,church,-117.08778,32.7375
11615,church,-117.08806,32.70444
11616,church,-117.08806,33.13611
11617,church,-117.08861,32.64278
11618,church,-117.08861,32.75333
11619,church,-117.08889,32.71833
11620,church,-117.08889,32.75278
11621,church,-117.09,32.74972
11622,church,-117.09,32.75528
11623,church,-117.09,33.15056
11624,church,-117.09,33.1525
11625,church,-117.09,34.02667
11626,church,-117.09028,33.13222
11627,church,-117.09056,32.67028
11628,church,-117.09139,32.6625
11629,church,-117.09167,32.66139
11630,church,-117.09167,32.74917
11631,church,-117.09194,32.66694
11632,church,-117.0925,32.7
11633,church,-117.0925,32.71972
11634,church,-117.09278,32.57889
11635,church,-117.09306,32.71528
11636,church,-117.09306,32.72222
11637,church,-117.09333,32.57889
11638,church,-117.09333,32.70444
11639,church,-117.09333,32.70722
11640,church,-117.09417,32.79333
11641,church,-117.09417,34.0225
11642,church,-117.09556,32.58167
11643,church,-117.09639,32.69222
11644,church,-117.09694,32.70444
11645,church,-117.0975,34.02694
11646,church,-117.09778,32.71222
11647,church,-117.09778,32.79083
11648,church,-117.09806,32.78694
11649,church,-117.09833,32.73111
11650,church,-117.09889,32.66806
11651,church,-117.09944,32.67889
11652,church,-117.09944,32.77556
11653,church,-117.09972,32.67778
11654,church,-117.09972,32.75417
11655,church,-117.1,32.57778
11656,church,-117.1,32.67528
11657,church,-117.10028,32.67778
11658,church,-117.10028,32.69639
11659,church,-117.10028,32.73778
11660,church,-117.10028,32.75167
11661,church,-117.10056,32.71417
11662,church,-117.10167,32.75167
11663,church,-117.10167,34.88417
11664,church,-117.10194,32.67722
11665,church,-117.10194,32.75333
11666,church,-117.10194,32.75556
11667,church,-117.10222,32.67472
11668,church,-117.10222,32.71111
11669,church,-117.1025,32.71167
11670,church,-117.10278,32.75472
11671,church,-117.10333,32.74722
11672,church,-117.10417,32.69639
11673,church,-117.10444,32.73333
11674,church,-117.10444,32.75306
11675,church,-117.10472,32.67028
11676,church,-117.10472,32.68889
11677,church,-117.105,32.76472
11678,church,-117.10528,32.78472
11679,church,-117.10556,32.69056
11680,church,-117.10639,32.68722
11681,church,-117.10639,32.71167
11682,church,-117.10667,32.76361
11683,church,-117.10694,32.66556
11684,church,-117.10722,32.67194
11685,church,-117.10778,33.15667
11686,church,-117.10833,32.67111
11687,church,-117.10833,32.67111
11688,church,-117.10833,32.71111
11689,church,-117.10861,32.74
11690,church,-117.10861,34.88972
11691,church,-117.10917,32.71167
11692,church,-117.10944,32.74944
11693,church,-117.10972,32.68833
11694,church,-117.11,32.7025
11695,church,-117.11,32.74833
11696,church,-117.11,32.96111
11697,church,-117.11028,32.73556
11698,church,-117.11056,32.72778
11699,church,-117.11056,33.10889
11700,church,-117.11139,32.69972
11701,church,-117.11139,32.70111
11702,church,-117.11139,32.7475
11703,church,-117.11167,32.69444
11704,church,-117.11194,32.74944
11705,church,-117.11222,32.75556
11706,church,-117.11222,34.87611
11707,church,-117.11278,32.68944
11708,church,-117.11278,32.76083
11709,church,-117.11306,32.69583
11710,church,-117.11333,32.70083
11711,church,-117.11333,32.74944
11712,church,-117.11472,32.76306
11713,church,-117.115,32.69556
11714,church,-117.115,32.69778
11715,church,-117.11639,32.705
11716,church,-117.11694,32.69583
11717,church,-117.11722,32.70083
11718,church,-117.11778,32.7625
11719,church,-117.11778,33.50111
11720,church,-117.11806,32.70444
11721,church,-117.11833,32.70556
11722,church,-117.11861,32.75167
11723,church,-117.11889,32.77333
11724,church,-117.12028,33.83722
11725,church,-117.12083,32.70139
11726,church,-117.12111,32.6975
11727,church,-117.12111,32.765
11728,church,-117.12167,32.75667
11729,church,-117.12333,32.70083
11730,church,-117.12333,32.7475
11731,church,-117.12333,32.7475
11732,church,-117.12389,32.70611
11733,church,-117.12389,32.76306
11734,church,-117.12444,32.70306
11735,church,-117.12444,32.70722
11736,church,-117.12444,32.70833
11737,church,-117.12472,32.70306
11738,church,-117.12472,32.79389
11739,church,-117.12528,32.79278
11740,church,-117.12556,32.70139
11741,church,-117.12667,32.70111
11742,church,-117.12667,32.70194
11743,church,-117.12667,32.7075
11744,church,-117.12667,32.70778
11745,church,-117.12667,32.74889
11746,church,-117.12694,32.7525
11747,church,-117.1275,32.69806
11748,church,-117.1275,32.80611
11749,church,-117.12778,32.73944
11750,church,-117.12778,32.75056
11751,church,-117.12833,32.7
11752,church,-117.12833,32.70556
11753,church,-117.12833,32.72
11754,church,-117.12833,32.76222
11755,church,-117.12861,32.69583
11756,church,-117.12889,32.72528
11757,church,-117.12889,32.74417
11758,church,-117.12889,32.74583
11759,church,-117.12889,32.75611
11760,church,-117.12944,32.75444
11761,church,-117.12972,32.70778
11762,church,-117.12972,32.7225
11763,church,-117.13,32.69583
11764,church,-117.13056,32.69528
11765,church,-117.13056,32.71139
11766,church,-117.13111,32.70306
11767,church,-117.13222,32.76278
11768,church,-117.13278,32.69667
11769,church,-117.13306,32.80417
11770,church,-117.13333,32.70722
11771,church,-117.13333,32.74833
11772,church,-117.13361,32.70722
11773,church,-117.13361,32.71361
11774,church,-117.13389,32.76111
11775,church,-117.13417,32.7025
11776,church,-117.13444,32.69917
11777,church,-117.13528,32.70111
11778,church,-117.13528,32.70639
11779,church,-117.13528,32.75056
11780,church,-117.13556,32.71806
11781,church,-117.13611,32.70639
11782,church,-117.1375,32.69722
11783,church,-117.1375,32.70861
11784,church,-117.13806,32.70639
11785,church,-117.13917,32.69889
11786,church,-117.13917,32.71444
11787,church,-117.13944,32.69722
11788,church,-117.14111,33.51028
11789,church,-117.14139,32.71528
11790,church,-117.14167,32.7025
11791,church,-117.14194,32.7125
11792,church,-117.14278,33.80167
11793,church,-117.14306,32.76222
11794,church,-117.14361,32.78694
11795,church,-117.14389,32.74694
11796,church,-117.14417,32.70194
11797,church,-117.14417,32.74611
11798,church,-117.14472,32.70417
11799,church,-117.145,32.75028
11800,church,-117.145,32.75194
11801,church,-117.145,32.75639
11802,church,-117.145,32.76222
11803,church,-117.14528,32.74972
11804,church,-117.14556,32.71111
11805,church,-117.14611,32.75028
11806,church,-117.14611,32.75278
11807,church,-117.14667,32.70333
11808,church,-117.14722,32.75111
11809,church,-117.14833,32.70972
11810,church,-117.14889,32.71389
11811,church,-117.15,32.74139
11812,church,-117.15417,34.04417
11813,church,-117.155,32.715
11814,church,-117.15528,33.92861
11815,church,-117.15528,34.05583
11816,church,-117.15556,32.82222
11817,church,-117.15583,34.04806
11818,church,-117.15722,32.80722
11819,church,-117.15833,32.745
11820,church,-117.15833,34.06667
11821,church,-117.15861,34.06944
11822,church,-117.15889,32.72528
11823,church,-117.15917,32.73361
11824,church,-117.15917,32.73472
11825,church,-117.16028,32.71889
11826,church,-117.16083,32.72111
11827,church,-117.16083,32.72361
11828,church,-117.16083,32.78889
11829,church,-117.16139,32.72
11830,church,-117.16167,32.72472
11831,church,-117.16167,32.73139
11832,church,-117.1625,32.73111
11833,church,-117.16333,32.72472
11834,church,-117.16361,32.8075
11835,church,-117.16389,32.79611
11836,church,-117.16389,32.82056
11837,church,-117.16417,32.78972
11838,church,-117.16472,34.06528
11839,church,-117.16583,32.79361
11840,church,-117.16583,33.9175
11841,church,-117.16611,32.72278
11842,church,-117.16639,32.79
11843,church,-117.16667,32.75333
11844,church,-117.16694,32.81389
11845,church,-117.16833,34.06667
11846,church,-117.16889,32.78056
11847,church,-117.16917,32.7825
11848,church,-117.16917,34.0625
11849,church,-117.16944,32.78056
11850,church,-117.16944,32.78778
11851,church,-117.17056,32.78028
11852,church,-117.17056,32.82778
11853,church,-117.17111,32.82
11854,church,-117.17139,32.69833
11855,church,-117.17139,32.79333
11856,church,-117.17139,32.82778
11857,church,-117.17167,32.75111
11858,church,-117.17167,32.78333
11859,church,-117.17278,32.77556
11860,church,-117.17278,34.06056
11861,church,-117.17278,34.06306
11862,church,-117.17306,32.69306
11863,church,-117.17306,32.78056
11864,church,-117.17361,32.75111
11865,church,-117.17361,34.06861
11866,church,-117.17417,32.69306
11867,church,-117.17472,32.68972
11868,church,-117.17472,32.82833
11869,church,-117.17472,34.05611
11870,church,-117.17556,32.75056
11871,church,-117.17556,32.81833
11872,church,-117.17556,34.06222
11873,church,-117.17583,32.77333
11874,church,-117.17639,32.68861
11875,church,-117.17667,32.7725
11876,church,-117.17667,34.05944
11877,church,-117.17722,34.05472
11878,church,-117.1775,32.68528
11879,church,-117.1775,32.68667
11880,church,-117.1775,34.05528
11881,church,-117.17833,32.69056
11882,church,-117.17833,34.07333
11883,church,-117.17861,34.04972
11884,church,-117.17861,34.05194
11885,church,-117.17917,34.06056
11886,church,-117.17917,34.06056
11887,church,-117.17944,34.05361
11888,church,-117.17972,32.83194
11889,church,-117.18,32.81083
11890,church,-117.18,32.81083
11891,church,-117.18,34.05389
11892,church,-117.18028,34.05111
11893,church,-117.18028,34.05111
11894,church,-117.18028,34.06389
11895,church,-117.18056,34.05278
11896,church,-117.18083,34.05361
11897,church,-117.18139,34.06861
11898,church,-117.18139,34.06861
11899,church,-117.18167,34.05222
11900,church,-117.18167,34.05444
11901,church,-117.1825,32.83556
11902,church,-117.1825,34.04222
11903,church,-117.18278,32.81028
11904,church,-117.18278,34.06556
11905,church,-117.18306,32.80556
11906,church,-117.18306,34.055
11907,church,-117.18333,32.80306
11908,church,-117.18361,32.8025
11909,church,-117.18389,34.06389
11910,church,-117.18389,34.06444
11911,church,-117.18417,34.065
11912,church,-117.18417,34.06806
11913,church,-117.18417,34.07
11914,church,-117.18583,34.06556
11915,church,-117.18639,34.06306
11916,church,-117.1875,32.69694
11917,church,-117.1875,34.06556
11918,church,-117.18917,32.78306
11919,church,-117.18917,34.05361
11920,church,-117.18917,34.05361
11921,church,-117.19028,33.92167
11922,church,-117.19056,32.82333
11923,church,-117.19056,32.82611
11924,church,-117.19056,34.06833
11925,church,-117.19278,32.75083
11926,church,-117.19444,32.75333
11927,church,-117.19667,34.92194
11928,church,-117.19694,32.81333
11929,church,-117.1975,33.69722
11930,church,-117.19806,32.80278
11931,church,-117.19861,32.80361
11932,church,-117.19861,33.69833
11933,church,-117.19917,32.83389
11934,church,-117.19944,32.78917
11935,church,-117.19944,32.78917
11936,church,-117.19944,32.83361
11937,church,-117.19972,32.83222
11938,church,-117.20056,32.77861
11939,church,-117.20056,32.77861
11940,church,-117.20111,32.79444
11941,church,-117.20139,32.77139
11942,church,-117.20333,32.78278
11943,church,-117.20472,34.12083
11944,church,-117.2075,32.74278
11945,church,-117.20833,32.82528
11946,church,-117.20889,33.16028
11947,church,-117.21111,33.1725
11948,church,-117.21111,33.71
11949,church,-117.21222,33.55722
11950,church,-117.21333,33.175
11951,church,-117.21417,33.36972
11952,church,-117.21444,33.3475
11953,church,-117.21528,32.83083
11954,church,-117.21528,32.83083
11955,church,-117.21528,32.83139
11956,church,-117.21583,34.04889
11957,church,-117.21694,32.85056
11958,church,-117.2175,33.18
11959,church,-117.22194,32.84972
11960,church,-117.22222,32.85028
11961,church,-117.22472,33.79333
11962,church,-117.225,33.22889
11963,church,-117.225,33.92389
11964,church,-117.22528,33.95167
11965,church,-117.22583,33.23139
11966,church,-117.22611,33.22111
11967,church,-117.22611,33.37556
11968,church,-117.22667,33.17611
11969,church,-117.22667,33.37167
11970,church,-117.22694,33.56361
11971,church,-117.22722,33.37028
11972,church,-117.22833,33.1925
11973,church,-117.22833,33.37444
11974,church,-117.22861,32.73889
11975,church,-117.22861,32.75194
11976,church,-117.22861,33.37611
11977,church,-117.22861,33.38722
11978,church,-117.22972,33.78111
11979,church,-117.22972,33.93528
11980,church,-117.23083,33.3575
11981,church,-117.23139,33.21083
11982,church,-117.23139,33.78361
11983,church,-117.23194,33.19194
11984,church,-117.23194,33.78222
11985,church,-117.2325,33.21861
11986,church,-117.2325,33.21944
11987,church,-117.23278,32.74944
11988,church,-117.23278,32.74944
11989,church,-117.23278,32.80861
11990,church,-117.23278,33.23806
11991,church,-117.23306,32.72333
11992,church,-117.23306,33.22
11993,church,-117.23333,33.93222
11994,church,-117.23361,33.77361
11995,church,-117.23361,33.78389
11996,church,-117.23389,33.92861
11997,church,-117.23389,33.92861
11998,church,-117.23389,33.93611
11999,church,-117.23389,33.94472
12000,church,-117.23444,33.20222
12001,church,-117.23444,33.93583
12002,church,-117.23444,33.93639
12003,church,-117.23472,33.9375
12004,church,-117.235,34.1475
12005,church,-117.23528,32.74583
12006,church,-117.23528,33.37611
12007,church,-117.23611,33.6875
12008,church,-117.23639,32.79833
12009,church,-117.23639,33.20556
12010,church,-117.23667,33.205
12011,church,-117.23694,32.79556
12012,church,-117.23722,32.79917
12013,church,-117.23833,32.79583
12014,church,-117.23833,33.20167
12015,church,-117.23861,32.8
12016,church,-117.23917,33.93528
12017,church,-117.23944,32.79639
12018,church,-117.23944,33.38
12019,church,-117.24222,32.7225
12020,church,-117.2425,32.74611
12021,church,-117.24278,32.79472
12022,church,-117.24278,33.20167
12023,church,-117.24306,34.12639
12024,church,-117.24333,32.79722
12025,church,-117.24333,34.05778
12026,church,-117.24361,33.19972
12027,church,-117.24389,32.74778
12028,church,-117.24417,32.74722
12029,church,-117.24417,32.8
12030,church,-117.24417,33.20528
12031,church,-117.24444,33.20639
12032,church,-117.24472,32.74639
12033,church,-117.24556,32.74556
12034,church,-117.24583,32.74611
12035,church,-117.24583,33.18472
12036,church,-117.24611,32.79972
12037,church,-117.24639,33.19306
12038,church,-117.24639,33.19472
12039,church,-117.24694,33.38528
12040,church,-117.2475,33.37944
12041,church,-117.24778,32.71861
12042,church,-117.24778,33.38528
12043,church,-117.24917,34.13111
12044,church,-117.24944,32.79472
12045,church,-117.25028,33.21528
12046,church,-117.25028,33.38556
12047,church,-117.25083,33.37833
12048,church,-117.25083,33.38639
12049,church,-117.25111,33.38306
12050,church,-117.25167,32.80056
12051,church,-117.25167,32.99194
12052,church,-117.25194,32.80167
12053,church,-117.25194,33.19639
12054,church,-117.25194,33.38222
12055,church,-117.25222,32.80667
12056,church,-117.25222,33.18694
12057,church,-117.25306,33.18389
12058,church,-117.25306,33.38111
12059,church,-117.25333,32.79111
12060,church,-117.25333,33.22083
12061,church,-117.25389,32.73583
12062,church,-117.25417,33.38139
12063,church,-117.25472,33.19917
12064,church,-117.255,33.20111
12065,church,-117.255,34.12167
12066,church,-117.25556,33.90056
12067,church,-117.25583,33.76083
12068,church,-117.25611,32.98944
12069,church,-117.25611,33.21083
12070,church,-117.25611,33.21167
12071,church,-117.25667,34.16139
12072,church,-117.25667,34.41472
12073,church,-117.25694,32.98944
12074,church,-117.25694,33.76528
12075,church,-117.25778,34.14167
12076,church,-117.25806,34.54056
12077,church,-117.25889,33.76444
12078,church,-117.25944,34.07028
12079,church,-117.26056,32.98083
12080,church,-117.26056,34.13833
12081,church,-117.26083,32.99056
12082,church,-117.26111,34.0525
12083,church,-117.2625,33.91722
12084,church,-117.26278,32.98444
12085,church,-117.26306,32.985
12086,church,-117.26722,33.20361
12087,church,-117.26806,33.91667
12088,church,-117.26944,32.84722
12089,church,-117.27028,33.85167
12090,church,-117.27111,32.84806
12091,church,-117.27167,34.11806
12092,church,-117.27222,32.84389
12093,church,-117.2725,34.42806
12094,church,-117.27278,32.82194
12095,church,-117.27278,34.14111
12096,church,-117.27333,33.18306
12097,church,-117.27389,34.16472
12098,church,-117.27472,32.83611
12099,church,-117.27472,32.83667
12100,church,-117.27528,34.08167
12101,church,-117.27583,32.84472
12102,church,-117.27611,32.83417
12103,church,-117.27611,32.83972
12104,church,-117.27611,32.84333
12105,church,-117.27639,34.12806
12106,church,-117.2775,34.08833
12107,church,-117.27806,34.11972
12108,church,-117.27806,34.14639
12109,church,-117.27833,34.085
12110,church,-117.27889,33.76639
12111,church,-117.27889,34.10111
12112,church,-117.27889,34.17444
12113,church,-117.27917,34.13611
12114,church,-117.27944,33.19167
12115,church,-117.27972,34.08194
12116,church,-117.27972,34.10306
12117,church,-117.28,34.43306
12118,church,-117.28056,34.12889
12119,church,-117.28111,34.39528
12120,church,-117.28139,34.10194
12121,church,-117.28222,34.17306
12122,church,-117.28278,33.1875
12123,church,-117.28361,34.14778
12124,church,-117.28361,34.15917
12125,church,-117.28389,34.12944
12126,church,-117.28417,34.16944
12127,church,-117.28444,33.64222
12128,church,-117.28472,34.0925
12129,church,-117.28583,34.0975
12130,church,-117.28611,34.11528
12131,church,-117.28694,33.62
12132,church,-117.28694,34.11611
12133,church,-117.28694,34.12444
12134,church,-117.28833,34.08528
12135,church,-117.28833,34.11361
12136,church,-117.28833,34.12583
12137,church,-117.28833,34.13889
12138,church,-117.28861,34.11806
12139,church,-117.28917,34.10111
12140,church,-117.28917,34.13639
12141,church,-117.28944,34.165
12142,church,-117.28972,34.175
12143,church,-117.29056,33.64611
12144,church,-117.29083,34.12917
12145,church,-117.29139,34.12833
12146,church,-117.29139,34.13278
12147,church,-117.29306,33.83389
12148,church,-117.29333,34.45889
12149,church,-117.29361,34.15722
12150,church,-117.29361,34.16806
12151,church,-117.29389,34.53972
12152,church,-117.29444,34.53
12153,church,-117.29472,34.53556
12154,church,-117.29528,34.11611
12155,church,-117.29528,34.12056
12156,church,-117.29528,34.53528
12157,church,-117.29583,34.1125
12158,church,-117.29639,33.94667
12159,church,-117.29639,34.54167
12160,church,-117.29722,34.04806
12161,church,-117.2975,34.10944
12162,church,-117.29778,34.50056
12163,church,-117.29806,34.12889
12164,church,-117.29806,34.13
12165,church,-117.29806,34.14389
12166,church,-117.29833,34.11806
12167,church,-117.29833,34.11806
12168,church,-117.29917,34.11056
12169,church,-117.29972,34.10861
12170,church,-117.29972,34.11167
12171,church,-117.29972,34.53083
12172,church,-117.29972,34.53722
12173,church,-117.3025,34.08278
12174,church,-117.3025,34.45222
12175,church,-117.30278,34.08917
12176,church,-117.30306,34.13944
12177,church,-117.30417,34.51056
12178,church,-117.30639,34.17222
12179,church,-117.30694,34.11361
12180,church,-117.30778,34.04389
12181,church,-117.30806,34.0225
12182,church,-117.30917,34.03306
12183,church,-117.31028,34.07361
12184,church,-117.31028,34.07889
12185,church,-117.31056,34.12111
12186,church,-117.31111,33.98333
12187,church,-117.31139,34.11028
12188,church,-117.31167,34.03389
12189,church,-117.31167,34.09028
12190,church,-117.3125,34.12972
12191,church,-117.31278,34.07028
12192,church,-117.31278,34.07694
12193,church,-117.31278,34.51389
12194,church,-117.31306,34.03611
12195,church,-117.31306,34.09667
12196,church,-117.31306,34.13972
12197,church,-117.31333,34.0725
12198,church,-117.31333,34.08389
12199,church,-117.31333,34.12444
12200,church,-117.31361,33.98028
12201,church,-117.31389,33.97583
12202,church,-117.31389,34.09944
12203,church,-117.31472,34.13278
12204,church,-117.31472,34.42444
12205,church,-117.31556,34.07278
12206,church,-117.31583,34.135
12207,church,-117.31611,34.10861
12208,church,-117.31611,34.13306
12209,church,-117.31639,33.16694
12210,church,-117.31639,34.06667
12211,church,-117.31639,34.06667
12212,church,-117.31667,34.07167
12213,church,-117.31667,34.11972
12214,church,-117.31722,34.11472
12215,church,-117.31722,34.45222
12216,church,-117.3175,34.12917
12217,church,-117.31806,34.10778
12218,church,-117.31833,34.12444
12219,church,-117.31889,34.08111
12220,church,-117.31889,34.12111
12221,church,-117.31917,33.23306
12222,church,-117.31972,34.07056
12223,church,-117.31972,34.11167
12224,church,-117.32,34.45417
12225,church,-117.32028,34.07556
12226,church,-117.32028,34.13
12227,church,-117.32083,34.02417
12228,church,-117.32083,34.44028
12229,church,-117.32111,34.06861
12230,church,-117.32111,34.07694
12231,church,-117.32167,34.03333
12232,church,-117.32167,34.07361
12233,church,-117.32194,34.11972
12234,church,-117.32194,34.12833
12235,church,-117.32222,34.01833
12236,church,-117.3225,34.07
12237,church,-117.32278,34.06833
12238,church,-117.32278,34.06917
12239,church,-117.32278,34.43139
12240,church,-117.32333,34.02333
12241,church,-117.32333,34.11972
12242,church,-117.32389,34.06167
12243,church,-117.32417,34.07
12244,church,-117.32417,34.13639
12245,church,-117.32417,34.42778
12246,church,-117.32444,34.06806
12247,church,-117.325,34.06889
12248,church,-117.32528,33.16194
12249,church,-117.32528,33.17722
12250,church,-117.32583,33.16139
12251,church,-117.32639,34.42444
12252,church,-117.32694,34.08417
12253,church,-117.32694,34.48556
12254,church,-117.32806,33.19194
12255,church,-117.32806,33.66667
12256,church,-117.32806,33.86028
12257,church,-117.32917,34.17111
12258,church,-117.32972,33.98361
12259,church,-117.32972,34.14611
12260,church,-117.32972,34.49833
12261,church,-117.33,34.08444
12262,church,-117.33056,34.14167
12263,church,-117.33056,34.145
12264,church,-117.33056,34.14611
12265,church,-117.33083,33.8725
12266,church,-117.33083,34.41444
12267,church,-117.33111,33.2175
12268,church,-117.33111,33.67167
12269,church,-117.33111,34.01556
12270,church,-117.33194,33.67306
12271,church,-117.33194,33.67444
12272,church,-117.33194,33.98972
12273,church,-117.33222,33.67222
12274,church,-117.33306,34.46833
12275,church,-117.33361,33.66972
12276,church,-117.33389,33.66972
12277,church,-117.33417,33.16722
12278,church,-117.33444,33.66944
12279,church,-117.33472,34.13167
12280,church,-117.335,34.15417
12281,church,-117.33556,33.66972
12282,church,-117.33556,34.01417
12283,church,-117.33611,33.15444
12284,church,-117.33667,33.20194
12285,church,-117.33694,33.67111
12286,church,-117.33778,34.40417
12287,church,-117.33778,34.50361
12288,church,-117.33806,33.16056
12289,church,-117.33833,33.9825
12290,church,-117.33833,34.15389
12291,church,-117.33861,34.01722
12292,church,-117.33944,34.15083
12293,church,-117.34,33.8725
12294,church,-117.34056,34.45611
12295,church,-117.34222,33.15972
12296,church,-117.34222,33.17083
12297,church,-117.34222,34.50361
12298,church,-117.3425,33.16722
12299,church,-117.34278,33.15944
12300,church,-117.34278,33.16111
12301,church,-117.34389,33.15639
12302,church,-117.34444,34.11361
12303,church,-117.34528,34.16472
12304,church,-117.34611,33.15861
12305,church,-117.34611,34.40444
12306,church,-117.34611,34.40444
12307,church,-117.34611,34.44806
12308,church,-117.34611,34.4925
12309,church,-117.34667,33.95028
12310,church,-117.34722,33.19917
12311,church,-117.34778,33.98083
12312,church,-117.34778,33.99361
12313,church,-117.34778,33.99528
12314,church,-117.34944,34.16472
12315,church,-117.35083,33.16472
12316,church,-117.35167,33.20972
12317,church,-117.35222,33.16028
12318,church,-117.35222,33.97722
12319,church,-117.35444,34.00222
12320,church,-117.35611,34.11083
12321,church,-117.35667,33.96861
12322,church,-117.35917,33.19944
12323,church,-117.35972,33.20056
12324,church,-117.35972,33.99861
12325,church,-117.36028,33.96833
12326,church,-117.36028,34.12944
12327,church,-117.36056,33.17806
12328,church,-117.36056,34.10972
12329,church,-117.36056,34.11389
12330,church,-117.36083,33.97389
12331,church,-117.36139,34.10722
12332,church,-117.36222,33.97972
12333,church,-117.3625,33.22056
12334,church,-117.3625,33.97111
12335,church,-117.36278,34.00889
12336,church,-117.36306,33.88194
12337,church,-117.36306,34.50694
12338,church,-117.36361,33.97389
12339,church,-117.36389,33.97639
12340,church,-117.36472,34.10611
12341,church,-117.36556,34.08472
12342,church,-117.36556,34.10833
12343,church,-117.36583,33.97333
12344,church,-117.36639,34.135
12345,church,-117.36667,33.985
12346,church,-117.3675,33.965
12347,church,-117.36806,34.10083
12348,church,-117.36806,34.13194
12349,church,-117.36917,33.98917
12350,church,-117.36944,33.97111
12351,church,-117.36972,33.9825
12352,church,-117.36972,33.99361
12353,church,-117.37,34.10389
12354,church,-117.37028,33.20556
12355,church,-117.37056,33.98222
12356,church,-117.37111,33.98167
12357,church,-117.37111,34.38333
12358,church,-117.37139,33.19222
12359,church,-117.37167,33.18583
12360,church,-117.37167,33.19194
12361,church,-117.3725,34.09222
12362,church,-117.37306,34.11417
12363,church,-117.37306,34.12944
12364,church,-117.37333,34.12444
12365,church,-117.37361,33.19583
12366,church,-117.37361,34.12583
12367,church,-117.37389,33.98583
12368,church,-117.37417,34.51194
12369,church,-117.37528,33.19639
12370,church,-117.37583,33.95389
12371,church,-117.37583,33.98972
12372,church,-117.37611,33.19472
12373,church,-117.37611,33.97222
12374,church,-117.37639,33.19556
12375,church,-117.37722,33.94611
12376,church,-117.3775,34.085
12377,church,-117.37778,33.19722
12378,church,-117.37806,34.10639
12379,church,-117.37861,33.98639
12380,church,-117.37861,34.12806
12381,church,-117.37889,34.10444
12382,church,-117.37917,33.19833
12383,church,-117.38111,33.98278
12384,church,-117.38167,33.97556
12385,church,-117.38222,34.11444
12386,church,-117.38278,34.01167
12387,church,-117.38361,33.97306
12388,church,-117.38639,33.97556
12389,church,-117.38639,33.97556
12390,church,-117.38778,33.97333
12391,church,-117.38778,33.97333
12392,church,-117.38861,33.93722
12393,church,-117.39194,33.94583
12394,church,-117.39194,34.0125
12395,church,-117.39222,34.07222
12396,church,-117.39361,33.995
12397,church,-117.39444,33.93167
